8/26,Jacksonville State,17,Texas-El Paso,14
10/14,Western Michigan,21,Miami (Ohio),34
10/14,Wisconsin,6,Iowa,15
10/17,Jacksonville State,20,Western Kentucky,17
10/17,Liberty,42,Middle Tennessee State,35
10/17,South Alabama,55,Southern Mississippi,3
10/18,Sam Houston State,27,Florida International,33
10/18,Texas-El Paso,7,New Mexico State,28
10/19,Marshall,9,James Madison,20
10/19,Tulsa,10,Rice,42
10/20,Temple,0,Southern Methodist,55
10/21,Alabama,34,Tennessee,20
10/21,Alabama-Birmingham,21,Memphis,45
10/21,Arkansas,3,Mississippi State,7
10/21,Arkansas State,17,Coastal Carolina,27
10/21,Auburn,21,Mississippi,28
10/21,Ball State,24,Central Michigan,17
10/21,Bowling Green,41,Akron,14
10/21,Brigham Young,27,Texas Tech,14
10/21,Cincinnati,29,Baylor,32
10/21,Connecticut,21,South Florida,24
10/21,East Carolina,7,Charlotte,10
10/21,Florida Atlantic,10,Texas-San Antonio,36
10/21,Florida State,38,Duke,20
10/21,Georgia Southern,38,Louisiana-Monroe,28
10/21,Georgia Tech,23,Boston College,38
10/21,Houston,24,Texas,31
10/21,Illinois,21,Wisconsin,25
10/21,Indiana,14,Rutgers,31
10/21,Iowa,10,Minnesota,12
10/21,Kansas State,41,Texas Christian,3
10/21,Kent State,6,Buffalo,24
10/21,Louisiana,17,Georgia State,20
10/21,Louisiana State,62,Army,0
10/21,Miami (Florida),28,Clemson,20
10/21,Miami (Ohio),17,Toledo,21
10/21,Michigan State,0,Michigan,49
10/21,Missouri,34,South Carolina,12
10/21,Navy,6,Air Force,17
10/21,Nebraska,17,Northwestern,9
10/21,Nevada-Las Vegas,25,Colorado State,23
10/21,New Mexico,42,Hawaii,21
10/21,North Carolina,27,Virginia,31
10/21,Northern Illinois,20,Eastern Michigan,13
10/21,Ohio,20,Western Michigan,17
10/21,Ohio State,20,Penn State,12
10/21,Oklahoma,31,Central Florida,29
10/21,Old Dominion,28,Appalachian State,21
10/21,Oregon,38,Washington State,24
10/21,San Diego State,0,Nevada,6
10/21,San Jose State,42,Utah State,21
10/21,Southern California,32,Utah,34
10/21,Stanford,7,UCLA,42
10/21,Tulane,35,North Texas,28
10/21,Wake Forest,21,Pittsburgh,17
10/21,Washington,15,Arizona State,7
10/21,West Virginia,34,Oklahoma State,48
10/24,Louisiana Tech,24,New Mexico State,27
10/24,Western Kentucky,29,Liberty,42
10/25,Florida International,16,Jacksonville State,41
10/25,Sam Houston State,34,Texas-El Paso,37
10/26,Georgia Southern,44,Georgia State,27
10/26,Virginia Tech,38,Syracuse,10
10/27,Charlotte,16,Florida Atlantic,38
10/28,Appalachian State,48,Southern Mississippi,38
10/28,Arizona,27,Oregon State,24
10/28,Arizona State,38,Washington State,27
10/28,Army,14,Massachusetts,21
10/28,Auburn,27,Mississippi State,13
10/28,Baylor,18,Iowa State,30
10/28,Boise State,32,Wyoming,7
10/28,Boston College,21,Connecticut,14
10/28,California,49,Southern California,50
10/28,Central Florida,28,West Virginia,41
10/28,Coastal Carolina,34,Marshall,6
10/28,Colorado State,13,Air Force,30
10/28,Eastern Michigan,21,Western Michigan,45
10/28,Florida,20,Georgia,43
10/28,Fresno State,31,Nevada-Las Vegas,24
10/28,Georgia Tech,46,North Carolina,42
10/28,Hawaii,0,San Jose State,35
10/28,James Madison,30,Old Dominion,27
10/28,Kansas,38,Oklahoma,33
10/28,Kansas State,41,Houston,0
10/28,Kentucky,27,Tennessee,33
10/28,Louisiana-Monroe,24,Arkansas State,34
10/28,Louisville,23,Duke,0
10/28,Miami (Florida),29,Virginia,26
10/28,Minnesota,27,Michigan State,12
10/28,Mississippi,33,Vanderbilt,7
10/28,Nebraska,31,Purdue,14
10/28,Nevada,34,New Mexico,24
10/28,North Carolina State,24,Clemson,17
10/28,North Texas,42,Memphis,45
10/28,Northwestern,33,Maryland,27
10/28,Notre Dame,58,Pittsburgh,7
10/28,Ohio,16,Miami (Ohio),30
10/28,Oklahoma State,45,Cincinnati,13
10/28,Penn State,33,Indiana,24
10/28,Rice,28,Tulane,30
10/28,South Alabama,20,Louisiana,33
10/28,Southern Methodist,69,Tulsa,10
10/28,Stanford,33,Washington,42
10/28,Texas,35,Brigham Young,6
10/28,Texas A&M,30,South Carolina,17
10/28,Texas State,13,Troy,31
10/28,Texas-San Antonio,41,East Carolina,27
10/28,UCLA,28,Colorado,16
10/28,Utah,6,Oregon,35
10/28,Wake Forest,16,Florida State,41
10/28,Wisconsin,10,Ohio State,24
10/31,Central Michigan,37,Northern Illinois,31
10/31,Toledo,31,Buffalo,13
11/1,Akron,31,Kent State,27
11/1,Bowling Green,24,Ball State,21
11/2,Duke,24,Wake Forest,21
11/2,Texas Tech,35,Texas Christian,28
11/2,Troy,28,South Alabama,10
11/3,Syracuse,10,Boston College,17
11/3,Wyoming,24,Colorado State,15
11/4,Air Force,3,Army,23
11/4,Alabama,42,Louisiana State,28
11/4,Alabama-Birmingham,45,Florida Atlantic,42
11/4,Appalachian State,31,Marshall,9
11/4,Arizona,27,UCLA,10
11/4,Arkansas State,37,Louisiana,17
11/4,Baylor,24,Houston,25
11/4,Cincinnati,26,Central Florida,28
11/4,Clemson,31,Notre Dame,23
11/4,Colorado,19,Oregon State,26
11/4,East Carolina,10,Tulane,13
11/4,Florida,36,Arkansas,39
11/4,Fresno State,37,Boise State,30
11/4,Georgia,30,Missouri,21
11/4,Georgia State,14,James Madison,42
11/4,Indiana,20,Wisconsin,14
11/4,Iowa State,21,Kansas,28
11/4,Liberty,56,Louisiana Tech,30
11/4,Louisville,34,Virginia Tech,3
11/4,Maryland,15,Penn State,51
11/4,Memphis,59,South Florida,50
11/4,Michigan,41,Purdue,13
11/4,Michigan State,20,Nebraska,17
11/4,Minnesota,26,Illinois,27
11/4,Mississippi,38,Texas A&M,35
11/4,Mississippi State,3,Kentucky,24
11/4,Nevada,14,Hawaii,27
11/4,New Mexico,14,Nevada-Las Vegas,56
11/4,New Mexico State,13,Middle Tennessee State,7
11/4,North Carolina State,20,Miami (Florida),6
11/4,North Texas,29,Texas-San Antonio,37
11/4,Northwestern,7,Iowa,10
11/4,Oklahoma State,27,Oklahoma,24
11/4,Old Dominion,24,Coastal Carolina,28
11/4,Oregon,63,California,19
11/4,Pittsburgh,7,Florida State,24
11/4,Rice,31,Southern Methodist,36
11/4,Rutgers,16,Ohio State,35
11/4,San Diego State,24,Utah State,32
11/4,South Carolina,38,Jacksonville State,28
11/4,Southern California,42,Washington,52
11/4,Southern Mississippi,24,Louisiana-Monroe,7
11/4,Temple,32,Navy,18
11/4,Tennessee,59,Connecticut,3
11/4,Texas,33,Kansas State,30
11/4,Texas State,45,Georgia Southern,24
11/4,Texas-El Paso,13,Western Kentucky,21
11/4,Tulsa,26,Charlotte,33
11/4,Utah,55,Arizona State,3
11/4,Vanderbilt,15,Auburn,31
11/4,Virginia,17,Georgia Tech,45
11/4,Washington State,7,Stanford,10
11/4,West Virginia,37,Brigham Young,7
11/7,Buffalo,10,Ohio,20
11/7,Northern Illinois,17,Ball State,20
11/7,Western Michigan,38,Central Michigan,28
11/8,Kent State,19,Bowling Green,49
11/8,Miami (Ohio),19,Akron,0
11/8,Toledo,49,Eastern Michigan,23
11/9,Louisiana,31,Southern Mississippi,34
11/9,Louisville,31,Virginia,24
11/10,Nevada-Las Vegas,34,Wyoming,14
11/10,Southern Methodist,45,North Texas,21
11/11,Arkansas,10,Auburn,48
11/11,Boise State,42,New Mexico,14
11/11,Boston College,22,Virginia Tech,48
11/11,Brigham Young,13,Iowa State,45
11/11,California,42,Washington State,39
11/11,Central Florida,45,Oklahoma State,3
11/11,Charlotte,38,Memphis,44
11/11,Clemson,42,Georgia Tech,21
11/11,Coastal Carolina,31,Texas State,23
11/11,Colorado,31,Arizona,34
11/11,Colorado State,22,San Diego State,19
11/11,Florida Atlantic,7,East Carolina,22
11/11,Florida State,27,Miami (Florida),20
11/11,Georgia,52,Mississippi,17
11/11,Georgia State,14,Appalachian State,42
11/11,Hawaii,27,Air Force,13
11/11,Houston,14,Cincinnati,24
11/11,Illinois,48,Indiana,45
11/11,Iowa,22,Rutgers,0
11/11,James Madison,44,Connecticut,6
11/11,Kansas,13,Texas Tech,16
11/11,Kansas State,59,Baylor,25
11/11,Kentucky,21,Alabama,49
11/11,Liberty,38,Old Dominion,10
11/11,Louisiana State,52,Florida,35
11/11,Louisiana Tech,27,Sam Houston State,42
11/11,Louisiana-Monroe,14,Troy,45
11/11,Marshall,38,Georgia Southern,33
11/11,Middle Tennessee State,40,Florida International,6
11/11,Missouri,36,Tennessee,7
11/11,Navy,31,Alabama-Birmingham,6
11/11,Nebraska,10,Maryland,13
11/11,North Carolina,47,Duke,45
11/11,Ohio State,38,Michigan State,3
11/11,Oklahoma,59,West Virginia,20
11/11,Oregon,36,Southern California,27
11/11,Oregon State,62,Stanford,17
11/11,Penn State,15,Michigan,24
11/11,Purdue,49,Minnesota,30
11/11,San Jose State,42,Fresno State,18
11/11,South Alabama,21,Arkansas State,14
11/11,South Carolina,47,Vanderbilt,6
11/11,South Florida,27,Temple,23
11/11,Syracuse,28,Pittsburgh,13
11/11,Texas A&M,51,Mississippi State,10
11/11,Texas Christian,26,Texas,29
11/11,Texas-San Antonio,34,Rice,14
11/11,Tulane,24,Tulsa,22
11/11,UCLA,7,Arizona State,17
11/11,Utah State,41,Nevada,24
11/11,Wake Forest,6,North Carolina State,26
11/11,Washington,35,Utah,28
11/11,Western Kentucky,29,New Mexico State,38
11/11,Wisconsin,10,Northwestern,24
11/14,Bowling Green,31,Toledo,32
11/14,Eastern Michigan,30,Akron,27
11/14,Northern Illinois,24,Western Michigan,0
11/15,Miami (Ohio),23,Buffalo,10
11/15,Ohio,34,Central Michigan,20
11/16,Pittsburgh,24,Boston College,16
11/17,Texas-San Antonio,49,South Florida,21
11/17,Washington State,56,Colorado,14
11/18,Air Force,27,Nevada-Las Vegas,31
11/18,Alabama-Birmingham,34,Temple,24
11/18,Arizona,42,Utah,18
11/18,Arizona State,13,Oregon,49
11/18,Arkansas,45,Florida International,20
11/18,Arkansas State,77,Texas State,31
11/18,Army,28,Coastal Carolina,21
11/18,Auburn,10,New Mexico State,31
11/18,Ball State,34,Kent State,3
11/18,Brigham Young,24,Oklahoma,31
11/18,Charlotte,7,Rice,28
11/18,Clemson,31,North Carolina,20
11/18,Colorado State,30,Nevada,20
11/18,Florida Atlantic,8,Tulane,24
11/18,Fresno State,17,New Mexico,25
11/18,Georgia Southern,17,Old Dominion,20
11/18,Georgia Tech,31,Syracuse,22
11/18,Houston,30,Oklahoma State,43
11/18,Indiana,21,Michigan State,24
11/18,Iowa,15,Illinois,13
11/18,Iowa State,16,Texas,26
11/18,Jacksonville State,56,Louisiana Tech,17
11/18,James Madison,23,Appalachian State,26
11/18,Kansas,27,Kansas State,31
11/18,Liberty,49,Massachusetts,25
11/18,Louisiana State,56,Georgia State,14
11/18,Maryland,24,Michigan,31
11/18,Memphis,34,Southern Methodist,38
11/18,Miami (Florida),31,Louisville,38
11/18,Middle Tennessee State,34,Texas-El Paso,30
11/18,Mississippi,35,Louisiana-Monroe,3
11/18,Mississippi State,41,Southern Mississippi,20
11/18,Missouri,33,Florida,31
11/18,Navy,10,East Carolina,0
11/18,Northwestern,23,Purdue,15
11/18,Notre Dame,45,Wake Forest,7
11/18,Ohio State,37,Minnesota,3
11/18,Oregon State,20,Washington,22
11/18,Penn State,27,Rutgers,6
11/18,San Jose State,24,San Diego State,13
11/18,South Alabama,28,Marshall,0
11/18,South Carolina,17,Kentucky,14
11/18,Southern California,20,UCLA,38
11/18,Stanford,15,California,27
11/18,Tennessee,10,Georgia,38
11/18,Texas Christian,42,Baylor,17
11/18,Texas Tech,24,Central Florida,23
11/18,Troy,31,Louisiana,24
11/18,Tulsa,28,North Texas,35
11/18,Utah State,10,Boise State,45
11/18,Virginia,30,Duke,27
11/18,Virginia Tech,28,North Carolina State,35
11/18,West Virginia,42,Cincinnati,21
11/18,Western Kentucky,28,Sam Houston State,23
11/18,Wisconsin,24,Nebraska,17
11/18,Wyoming,42,Hawaii,9
11/21,Buffalo,11,Eastern Michigan,24
11/21,Western Michigan,10,Bowling Green,34
11/23,Mississippi State,7,Mississippi,17
11/24,Akron,14,Ohio,25
11/24,Arkansas,14,Missouri,48
11/24,Boise State,27,Air Force,19
11/24,Boston College,20,Miami (Florida),45
11/24,Central Michigan,17,Toledo,32
11/24,Michigan State,0,Penn State,42
11/24,Nebraska,10,Iowa,13
11/24,New Mexico,41,Utah State,44
11/24,Oklahoma,69,Texas Christian,45
11/24,Oregon,31,Oregon State,7
11/24,Temple,21,Memphis,45
11/24,Texas,57,Texas Tech,7
11/24,Tulane,29,Texas-San Antonio,16
11/25,Appalachian State,55,Georgia Southern,27
11/25,Arizona State,23,Arizona,59
11/25,Auburn,24,Alabama,27
11/25,Ball State,15,Miami (Ohio),17
11/25,Baylor,31,West Virginia,34
11/25,Central Florida,27,Houston,13
11/25,Cincinnati,16,Kansas,49
11/25,Coastal Carolina,14,James Madison,56
11/25,Duke,30,Pittsburgh,19
11/25,East Carolina,27,Tulsa,29
11/25,Florida,15,Florida State,24
11/25,Florida International,28,Western Kentucky,41
11/25,Georgia Tech,23,Georgia,31
11/25,Hawaii,27,Colorado State,24
11/25,Illinois,43,Northwestern,45
11/25,Kansas State,35,Iowa State,42
11/25,Kent State,27,Northern Illinois,37
11/25,Louisiana,52,Louisiana-Monroe,21
11/25,Louisiana State,42,Texas A&M,30
11/25,Louisville,31,Kentucky,38
11/25,Marshall,35,Arkansas State,21
11/25,Massachusetts,18,Connecticut,31
11/25,Michigan,30,Ohio State,24
11/25,Minnesota,14,Wisconsin,28
11/25,Nevada,6,Wyoming,42
11/25,Nevada-Las Vegas,31,San Jose State,37
11/25,New Mexico State,23,Jacksonville State,20
11/25,North Carolina State,39,North Carolina,20
11/25,North Texas,45,Alabama-Birmingham,42
11/25,Oklahoma State,40,Brigham Young,34
11/25,Old Dominion,25,Georgia State,24
11/25,Purdue,35,Indiana,31
11/25,Rice,24,Florida Atlantic,21
11/25,Rutgers,24,Maryland,42
11/25,Sam Houston State,23,Middle Tennessee State,20
11/25,San Diego State,33,Fresno State,18
11/25,South Carolina,7,Clemson,16
11/25,South Florida,48,Charlotte,14
11/25,Southern Methodist,59,Navy,14
11/25,Southern Mississippi,17,Troy,35
11/25,Stanford,23,Notre Dame,56
11/25,Syracuse,35,Wake Forest,31
11/25,Tennessee,48,Vanderbilt,24
11/25,Texas State,52,South Alabama,44
11/25,Texas-El Paso,28,Liberty,42
11/25,UCLA,7,California,33
11/25,Utah,23,Colorado,17
11/25,Virginia,17,Virginia Tech,55
11/25,Washington,24,Washington State,21
12/9,Navy,11,Army,17
